sample-id	Soil	Nitrogen	Cover_Crop	Grapevine	Block 	CC_and_GR	N_CC_and_GR	Treatments_by_Blocks	Soil_and_Treatment	Block_Soil_Treatment	Soil_Nitrogen	Soil_CC	Soil_GR	Soil_CC_GR	Block_Soil_N	Block_Soil
75B	Bag	Nitrogen	Cover_Crop	Grapevine	4A	CC_GR	N_CC_GR	4A_N_CC_GR	Bag_N_CC_GR	4A_Bag_N_CC_GR	Bag_N	Bag_CC	Bag_GR	Bag_CC_GR	4A_Bag_N	4A_Bag
75RS	Rhizosphere	Nitrogen	Cover_Crop	Grapevine	4A	CC_GR	N_CC_GR	4A_N_CC_GR	RS_N_CC_GR	4A_RS_N_CC_GR	RS_N	RS_CC	RS_GR	RS_CC_GR	4A_RS_N	4A_Rhizosphere
76A	Above	Nitrogen	Cover_Crop	No_Grapevine	4A	CC_NoGR	N_CC_NoGR	4A_N_CC_NoGR	Above_N_CC_NoGR	4A_Above_N_CC_NoGR	Above_N	Above_CC	Above_NoGR	Above_CC_NoGR	4A_Above_N	4A_Above
76B	Bag	Nitrogen	Cover_Crop	No_Grapevine	4A	CC_NoGR	N_CC_NoGR	4A_N_CC_NoGR	Bag_N_CC_NoGR	4A_Bag_N_CC_NoGR	Bag_N	Bag_CC	Bag_NoGR	Bag_CC_NoGR	4A_Bag_N	4A_Bag
77A	Above	Nitrogen	Cover_Crop	No_Grapevine	4A	CC_NoGR	N_CC_NoGR	4A_N_CC_NoGR	Above_N_CC_NoGR	4A_Above_N_CC_NoGR	Above_N	Above_CC	Above_NoGR	Above_CC_NoGR	4A_Above_N	4A_Above
77B	Bag	Nitrogen	Cover_Crop	No_Grapevine	4A	CC_NoGR	N_CC_NoGR	4A_N_CC_NoGR	Bag_N_CC_NoGR	4A_Bag_N_CC_NoGR	Bag_N	Bag_CC	Bag_NoGR	Bag_CC_NoGR	4A_Bag_N	4A_Bag
78A	Above	Nitrogen	Cover_Crop	No_Grapevine	4A	CC_NoGR	N_CC_NoGR	4A_N_CC_NoGR	Above_N_CC_NoGR	4A_Above_N_CC_NoGR	Above_N	Above_CC	Above_NoGR	Above_CC_NoGR	4A_Above_N	4A_Above
78B	Bag	Nitrogen	Cover_Crop	No_Grapevine	4A	CC_NoGR	N_CC_NoGR	4A_N_CC_NoGR	Bag_N_CC_NoGR	4A_Bag_N_CC_NoGR	Bag_N	Bag_CC	Bag_NoGR	Bag_CC_NoGR	4A_Bag_N	4A_Bag
79A	Above	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	Above_N_NoCC_GR	4A_Above_N_NoCC_GR	Above_N	Above_NoCC	Above_GR	Above_NoCC_GR	4A_Above_N	4A_Above
79B	Bag	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	Bag_N_NoCC_GR	4A_Bag_N_NoCC_GR	Bag_N	Bag_NoCC	Bag_GR	Bag_NoCC_GR	4A_Bag_N	4A_Bag
79RS	Rhizosphere	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	RS_N_NoCC_GR	4A_RS_N_NoCC_GR	RS_N	RS_NoCC	RS_GR	RS_NoCC_GR	4A_RS_N	4A_Rhizosphere
80A	Above	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	Above_N_NoCC_GR	4A_Above_N_NoCC_GR	Above_N	Above_NoCC	Above_GR	Above_NoCC_GR	4A_Above_N	4A_Above
80B	Bag	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	Bag_N_NoCC_GR	4A_Bag_N_NoCC_GR	Bag_N	Bag_NoCC	Bag_GR	Bag_NoCC_GR	4A_Bag_N	4A_Bag
80RS	Rhizosphere	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	RS_N_NoCC_GR	4A_RS_N_NoCC_GR	RS_N	RS_NoCC	RS_GR	RS_NoCC_GR	4A_RS_N	4A_Rhizosphere
81A	Above	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	Above_N_NoCC_GR	4A_Above_N_NoCC_GR	Above_N	Above_NoCC	Above_GR	Above_NoCC_GR	4A_Above_N	4A_Above
81B	Bag	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	Bag_N_NoCC_GR	4A_Bag_N_NoCC_GR	Bag_N	Bag_NoCC	Bag_GR	Bag_NoCC_GR	4A_Bag_N	4A_Bag
81RS	Rhizosphere	Nitrogen	No_Cover_Crop	Grapevine	4A	NoCC_GR	N_NoCC_GR	4A_N_NoCC_GR	RS_N_NoCC_GR	4A_RS_N_NoCC_GR	RS_N	RS_NoCC	RS_GR	RS_NoCC_GR	4A_RS_N	4A_Rhizosphere
82A	Above	Nitrogen	No_Cover_Crop	No_Grapevine	4A	NoCC_NoGR	N_NoCC_NoGR	4A_N_NoCC_NoGR	Above_N_NoCC_NoGR	4A_Above_N_NoCC_NoGR	Above_N	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	4A_Above_N	4A_Above
82B	Bag	Nitrogen	No_Cover_Crop	No_Grapevine	4A	NoCC_NoGR	N_NoCC_NoGR	4A_N_NoCC_NoGR	Bag_N_NoCC_NoGR	4A_Bag_N_NoCC_NoGR	Bag_N	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	4A_Bag_N	4A_Bag
83A	Above	Nitrogen	No_Cover_Crop	No_Grapevine	4A	NoCC_NoGR	N_NoCC_NoGR	4A_N_NoCC_NoGR	Above_N_NoCC_NoGR	4A_Above_N_NoCC_NoGR	Above_N	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	4A_Above_N	4A_Above
83B	Bag	Nitrogen	No_Cover_Crop	No_Grapevine	4A	NoCC_NoGR	N_NoCC_NoGR	4A_N_NoCC_NoGR	Bag_N_NoCC_NoGR	4A_Bag_N_NoCC_NoGR	Bag_N	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	4A_Bag_N	4A_Bag
84A	Above	Nitrogen	No_Cover_Crop	No_Grapevine	4A	NoCC_NoGR	N_NoCC_NoGR	4A_N_NoCC_NoGR	Above_N_NoCC_NoGR	4A_Above_N_NoCC_NoGR	Above_N	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	4A_Above_N	4A_Above
84B	Bag	Nitrogen	No_Cover_Crop	No_Grapevine	4A	NoCC_NoGR	N_NoCC_NoGR	4A_N_NoCC_NoGR	Bag_N_NoCC_NoGR	4A_Bag_N_NoCC_NoGR	Bag_N	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	4A_Bag_N	4A_Bag
85A	Above	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	Above_NoN_CC_GR	4B_Above_NoN_CC_GR	Above_NoN	Above_CC	Above_GR	Above_CC_GR	4B_Above_NoN	4B_Above
85B	Bag	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	Bag_NoN_CC_GR	4B_Bag_NoN_CC_GR	Bag_NoN	Bag_CC	Bag_GR	Bag_CC_GR	4B_Bag_NoN	4B_Bag
85RS	Rhizosphere	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	RS_NoN_CC_GR	4B_RS_NoN_CC_GR	RS_NoN	RS_CC	RS_GR	RS_CC_GR	4B_RS_NoN	4B_Rhizosphere
86A	Above	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	Above_NoN_CC_GR	4B_Above_NoN_CC_GR	Above_NoN	Above_CC	Above_GR	Above_CC_GR	4B_Above_NoN	4B_Above
86B	Bag	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	Bag_NoN_CC_GR	4B_Bag_NoN_CC_GR	Bag_NoN	Bag_CC	Bag_GR	Bag_CC_GR	4B_Bag_NoN	4B_Bag
86RS	Rhizosphere	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	RS_NoN_CC_GR	4B_RS_NoN_CC_GR	RS_NoN	RS_CC	RS_GR	RS_CC_GR	4B_RS_NoN	4B_Rhizosphere
87A	Above	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	Above_NoN_CC_GR	4B_Above_NoN_CC_GR	Above_NoN	Above_CC	Above_GR	Above_CC_GR	4B_Above_NoN	4B_Above
87B	Bag	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	Bag_NoN_CC_GR	4B_Bag_NoN_CC_GR	Bag_NoN	Bag_CC	Bag_GR	Bag_CC_GR	4B_Bag_NoN	4B_Bag
87RS	Rhizosphere	No_Nitrogen	Cover_Crop	Grapevine	4B	CC_GR	NoN_CC_GR	4B_NoN_CC_GR	RS_NoN_CC_GR	4B_RS_NoN_CC_GR	RS_NoN	RS_CC	RS_GR	RS_CC_GR	4B_RS_NoN	4B_Rhizosphere
88A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	4B	CC_NoGR	NoN_CC_NoGR	4B_NoN_CC_NoGR	Above_NoN_CC_NoGR	4B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	4B_Above_NoN	4B_Above
88B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	4B	CC_NoGR	NoN_CC_NoGR	4B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	4B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	4B_Bag_NoN	4B_Bag
89A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	4B	CC_NoGR	NoN_CC_NoGR	4B_NoN_CC_NoGR	Above_NoN_CC_NoGR	4B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	4B_Above_NoN	4B_Above
89B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	4B	CC_NoGR	NoN_CC_NoGR	4B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	4B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	4B_Bag_NoN	4B_Bag
90A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	4B	CC_NoGR	NoN_CC_NoGR	4B_NoN_CC_NoGR	Above_NoN_CC_NoGR	4B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	4B_Above_NoN	4B_Above
90B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	4B	CC_NoGR	NoN_CC_NoGR	4B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	4B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	4B_Bag_NoN	4B_Bag
91A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	Above_NoN_NoCC_GR	4B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	4B_Above_NoN	4B_Above
91B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	4B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	4B_Bag_NoN	4B_Bag
91RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	RS_NoN_NoCC_GR	4B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	4B_RS_NoN	4B_Rhizosphere
92A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	Above_NoN_NoCC_GR	4B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	4B_Above_NoN	4B_Above
92B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	4B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	4B_Bag_NoN	4B_Bag
92RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	RS_NoN_NoCC_GR	4B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	4B_RS_NoN	4B_Rhizosphere
93A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	Above_NoN_NoCC_GR	4B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	4B_Above_NoN	4B_Above
93B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	4B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	4B_Bag_NoN	4B_Bag
93RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	4B	NoCC_GR	NoN_NoCC_GR	4B_NoN_NoCC_GR	RS_NoN_NoCC_GR	4B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	4B_RS_NoN	4B_Rhizosphere
94A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	4B	NoCC_NoGR	NoN_NoCC_NoGR	4B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	4B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	4B_Above_NoN	4B_Above
94B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	4B	NoCC_NoGR	NoN_NoCC_NoGR	4B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	4B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	4B_Bag_NoN	4B_Bag
95A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	4B	NoCC_NoGR	NoN_NoCC_NoGR	4B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	4B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	4B_Above_NoN	4B_Above
95B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	4B	NoCC_NoGR	NoN_NoCC_NoGR	4B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	4B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	4B_Bag_NoN	4B_Bag
96A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	4B	NoCC_NoGR	NoN_NoCC_NoGR	4B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	4B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	4B_Above_NoN	4B_Above
96B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	4B	NoCC_NoGR	NoN_NoCC_NoGR	4B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	4B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	4B_Bag_NoN	4B_Bag
Neg1	Neg	Neg	Neg	Neg	0	Neg	Neg	0_Neg	Neg_Neg	0_Neg_Neg	Neg_Neg	Neg_Neg	Noeg_Noeg	NegNegNeg	0_Neg_Neg	0_Neg
Neg2	Neg	Neg	Neg	Neg	0	Neg	Neg	0_Neg	Neg_Neg	0_Neg_Neg	Neg_Neg	Neg_Neg	Noeg_Noeg	NegNegNeg	0_Neg_Neg	0_Neg
Neg3	Neg	Neg	Neg	Neg	0	Neg	Neg	0_Neg	Neg_Neg	0_Neg_Neg	Neg_Neg	Neg_Neg	Noeg_Noeg	NegNegNeg	0_Neg_Neg	0_Neg
Neg4	Neg	Neg	Neg	Neg	0	Neg	Neg	0_Neg	Neg_Neg	0_Neg_Neg	Neg_Neg	Neg_Neg	Noeg_Noeg	NegNegNeg	0_Neg_Neg	0_Neg
Neg5	Neg	Neg	Neg	Neg	0	Neg	Neg	0_Neg	Neg_Neg	0_Neg_Neg	Neg_Neg	Neg_Neg	Noeg_Noeg	NegNegNeg	0_Neg_Neg	0_Neg
Neg6	Neg	Neg	Neg	Neg	0	Neg	Neg	0_Neg	Neg_Neg	0_Neg_Neg	Neg_Neg	Neg_Neg	Noeg_Noeg	NegNegNeg	0_Neg_Neg	0_Neg
